,Player,Team,G,Par,Stocks,eFG%,PER,TS%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
34,Paul Pierce,Boston Celtics,80.0,29.2,1.8,0.529,19.6,0.599,12.4,4.8,5.0,0.8049,82.0,0.001,0.9756,2008
35,Manu Ginóbili,San Antonio Spurs,74.0,28.8,1.9,0.54,24.3,0.612,11.1,8.3,6.0,0.6829,82.0,0.007,0.9024,2008
36,Hedo Türkoğlu,Orlando Magic,82.0,30.2,1.2,0.524,17.8,0.576,9.0,2.7,3.6,0.6341,82.0,0,1.0,2008
39,Tim Duncan,San Antonio Spurs,78.0,33.4,2.6,0.497,24.4,0.546,11.1,5.2,4.8,0.6829,82.0,0.02,0.9512,2008
40,Mike Dunleavy,Indiana Pacers,82.0,27.8,1.4,0.55,17.3,0.605,8.5,1.7,2.8,0.439,82.0,0,1.0,2008
41,Brandon Roy,Portland Trail Blazers,74.0,29.6,1.3,0.485,19.4,0.531,8.0,3.3,3.6,0.5,82.0,0,0.9024,2008
42,Pau Gasol,Los Angeles Lakers,66.0,30.5,2.0,0.536,21.6,0.594,8.4,3.4,3.2,0.6951,82.0,0,0.8049,2008
43,Kevin Garnett,Boston Celtics,71.0,31.4,2.7,0.539,25.3,0.588,12.9,8.2,6.0,0.8049,82.0,0.532,0.8659,2008
44,Tony Parker,San Antonio Spurs,69.0,28.0,0.9,0.502,20.0,0.542,7.0,2.4,2.6,0.6829,82.0,0,0.8415,2008
45,Deron Williams,Utah Jazz,82.0,32.3,1.4,0.544,20.8,0.595,11.3,3.8,4.5,0.6585,82.0,0.003,1.0,2008
46,Ben Gordon,Chicago Bulls,72.0,24.7,0.9,0.5,16.4,0.558,5.1,0.9,1.7,0.4024,82.0,0,0.878,2008
47,Rashard Lewis,Orlando Magic,81.0,26.0,1.7,0.554,16.7,0.591,9.8,3.1,4.0,0.6341,82.0,0,0.9878,2008
48,LaMarcus Aldridge,Portland Trail Blazers,76.0,27.0,1.9,0.484,18.5,0.523,6.2,0.2,1.5,0.5,82.0,0,0.9268,2008
50,Zach Randolph,New York Knicks,69.0,29.9,1.1,0.47,18.0,0.513,3.0,-0.6,0.8,0.2805,82.0,0,0.8415,2008
51,Ray Allen,Boston Celtics,73.0,24.2,1.1,0.537,16.4,0.584,9.7,3.0,3.3,0.8049,82.0,0,0.8902,2008
52,Richard Hamilton,Detroit Pistons,72.0,24.8,1.1,0.515,18.2,0.552,7.7,2.3,2.6,0.7195,82.0,0,0.878,2008
53,Josh Smith,Atlanta Hawks,81.0,28.8,4.3,0.468,19.0,0.52,5.8,3.0,3.7,0.4512,82.0,0,0.9878,2008
54,Mo Williams,Milwaukee Bucks,66.0,27.0,1.4,0.528,17.0,0.566,4.5,0.3,1.4,0.3171,82.0,0,0.8049,2008
55,Chauncey Billups,Detroit Pistons,78.0,26.5,1.5,0.526,23.6,0.619,13.5,7.7,6.2,0.7195,82.0,0,0.9512,2008
57,Andre Miller,Philadelphia 76ers,82.0,27.9,1.4,0.494,18.4,0.537,8.3,1.8,2.9,0.4878,82.0,0,1.0,2008
58,Steve Nash,Phoenix Suns,81.0,31.5,0.8,0.597,21.1,0.641,10.5,3.9,4.2,0.6707,82.0,0.014,0.9878,2008
59,Mike Miller,Memphis Grizzlies,70.0,26.5,0.7,0.596,16.1,0.625,5.0,1.1,2.0,0.2683,82.0,0,0.8537,2008
60,Peja Stojaković,New Orleans Hornets,77.0,21.9,0.8,0.552,15.7,0.581,8.1,1.7,2.5,0.6829,82.0,0,0.939,2008
62,Leandro Barbosa,Phoenix Suns,82.0,21.0,1.1,0.543,15.8,0.575,5.5,0.2,1.4,0.6707,82.0,0,1.0,2008
63,Jason Terry,Dallas Mavericks,82.0,21.2,1.3,0.535,17.8,0.574,8.6,3.1,3.3,0.622,82.0,0,1.0,2008
65,Rashad McCants,Minnesota Timberwolves,75.0,19.8,1.1,0.529,14.6,0.55,1.7,-0.8,0.6,0.2683,82.0,0,0.9146,2008
67,Marvin Williams,Atlanta Hawks,80.0,22.2,1.4,0.462,14.5,0.54,5.7,-1.4,0.4,0.4512,82.0,0,0.9756,2008
68,Mehmet Okur,Utah Jazz,72.0,24.2,1.2,0.512,15.2,0.556,6.7,0.8,1.7,0.6585,82.0,0,0.878,2008
69,Raymond Felton,Charlotte Bobcats,79.0,24.8,1.4,0.441,13.8,0.5,3.4,-2.1,-0.1,0.3902,82.0,0,0.9634,2008
70,Andrew Bogut,Milwaukee Bucks,78.0,26.7,2.5,0.511,17.5,0.532,4.8,0.0,1.4,0.3171,82.0,0,0.9512,2008
71,Lamar Odom,Los Angeles Lakers,77.0,28.3,1.9,0.544,16.9,0.582,9.7,2.3,3.2,0.6951,82.0,0,0.939,2008
72,Zydrunas Ilgauskas,Cleveland Cavaliers,73.0,24.8,2.1,0.474,18.7,0.522,6.1,-0.4,0.9,0.5488,82.0,0,0.8902,2008
75,Ricky Davis,Miami Heat,82.0,21.5,1.3,0.502,12.0,0.534,1.9,-2.0,0.0,0.1829,82.0,0,1.0,2008
76,Emeka Okafor,Charlotte Bobcats,82.0,25.4,2.5,0.535,17.4,0.553,5.8,-1.1,0.6,0.3902,82.0,0,1.0,2008
78,Al Harrington,Golden State Warriors,81.0,20.6,1.1,0.517,15.6,0.547,5.4,0.2,1.2,0.5854,82.0,0,0.9878,2008
80,Brad Miller,Sacramento Kings,72.0,26.6,2.0,0.482,16.8,0.558,6.5,1.7,2.3,0.4634,82.0,0,0.878,2008
82,Travis Outlaw,Portland Trail Blazers,82.0,19.2,1.5,0.453,15.7,0.499,3.2,-0.3,1.0,0.5,82.0,0,1.0,2008
84,Andrés Nocioni,Chicago Bulls,82.0,18.6,0.8,0.504,13.6,0.549,3.3,-0.8,0.6,0.4024,82.0,0,1.0,2008
85,Tayshaun Prince,Detroit Pistons,82.0,21.4,0.9,0.476,15.6,0.516,7.5,1.6,2.5,0.7195,82.0,0,1.0,2008
86,Rafer Alston,Houston Rockets,74.0,21.9,1.5,0.471,13.2,0.492,5.0,0.5,1.6,0.6707,82.0,0,0.9024,2008
89,Grant Hill,Phoenix Suns,70.0,21.0,1.7,0.526,15.7,0.576,5.9,1.4,1.9,0.6707,82.0,0,0.8537,2008
90,Cuttino Mobley,Los Angeles Clippers,77.0,19.0,1.4,0.472,11.5,0.514,2.1,-2.3,-0.2,0.2805,82.0,0,0.939,2008
91,Beno Udrih,Sacramento Kings,65.0,20.4,1.1,0.501,13.3,0.54,2.4,-1.4,0.3,0.4634,82.0,0,0.7927,2008
92,Nate Robinson,New York Knicks,72.0,18.7,0.8,0.485,15.3,0.526,3.2,0.0,1.0,0.2805,82.0,0,0.878,2008
93,Al Thornton,Los Angeles Clippers,79.0,18.4,1.1,0.454,12.7,0.504,1.1,-3.4,-0.8,0.2805,82.0,0,0.9634,2008
94,Rasheed Wallace,Detroit Pistons,77.0,21.1,2.9,0.497,17.2,0.523,7.6,4.1,3.6,0.7195,82.0,0.001,0.939,2008
95,Ryan Gomes,Minnesota Timberwolves,82.0,20.2,0.9,0.492,15.7,0.539,4.8,-0.1,1.1,0.2683,82.0,0,1.0,2008
96,Anthony Parker,Toronto Raptors,82.0,18.8,1.2,0.557,14.4,0.58,6.2,0.9,1.9,0.5,82.0,0,1.0,2008
97,John Salmons,Sacramento Kings,81.0,19.4,1.5,0.501,13.9,0.556,3.7,-0.6,0.9,0.4634,82.0,0,0.9878,2008
98,Willie Green,Philadelphia 76ers,74.0,16.9,1.0,0.465,12.8,0.492,2.1,-1.6,0.2,0.4878,82.0,0,0.9024,2008
99,Kenyon Martin,Denver Nuggets,71.0,20.2,2.4,0.539,14.7,0.553,5.0,-0.8,0.6,0.6098,82.0,0,0.8659,2008
101,Francisco García,Sacramento Kings,79.0,17.2,1.8,0.538,15.1,0.576,4.2,0.8,1.5,0.4634,82.0,0,0.9634,2008
102,J.R. Smith,Denver Nuggets,74.0,16.1,1.0,0.578,18.1,0.603,3.7,2.6,1.6,0.6098,82.0,0,0.9024,2008
103,Larry Hughes,Chicago Bulls,68.0,18.3,1.8,0.423,11.9,0.468,1.8,-2.3,-0.1,0.4024,82.0,0,0.8293,2008
104,Troy Murphy,Indiana Pacers,75.0,21.6,1.1,0.522,16.0,0.573,6.2,1.2,1.7,0.439,82.0,0,0.9146,2008
106,Drew Gooden,Chicago Bulls,69.0,21.8,1.5,0.449,13.8,0.495,3.3,-2.8,-0.4,0.4024,82.0,0,0.8415,2008
107,Ronnie Brewer,Utah Jazz,76.0,16.7,2.0,0.567,18.4,0.612,7.8,3.8,3.1,0.6585,82.0,0,0.9268,2008
109,Raja Bell,Phoenix Suns,75.0,17.8,1.1,0.538,10.5,0.561,4.5,-0.8,0.8,0.6707,82.0,0,0.9146,2008
111,Tyson Chandler,New Orleans Hornets,79.0,24.5,1.7,0.623,17.5,0.632,10.0,0.4,1.7,0.6829,82.0,0,0.9634,2008
112,Josh Childress,Atlanta Hawks,76.0,18.2,1.5,0.59,17.8,0.647,7.6,2.0,2.3,0.4512,82.0,0,0.9268,2008
113,Derek Fisher,Los Angeles Lakers,82.0,16.7,1.0,0.508,13.8,0.556,5.7,-0.4,0.9,0.6951,82.0,0,1.0,2008
114,Charlie Villanueva,Milwaukee Bucks,76.0,18.8,0.9,0.469,14.9,0.502,1.7,-2.8,-0.3,0.3171,82.0,0,0.9268,2008
115,Wally Szczerbiak,Cleveland Cavaliers,75.0,15.8,0.5,0.493,13.9,0.539,2.9,-0.5,0.7,0.5488,82.0,0,0.9146,2008
116,Kirk Hinrich,Chicago Bulls,75.0,20.8,1.5,0.467,13.1,0.501,3.6,-0.8,0.7,0.4024,82.0,0,0.9146,2008
117,Lou Williams,Philadelphia 76ers,80.0,16.8,1.2,0.461,16.7,0.523,4.4,1.4,1.6,0.4878,82.0,0,0.9756,2008
118,Hakim Warrick,Memphis Grizzlies,75.0,16.8,0.9,0.512,16.2,0.555,3.3,-1.9,0.0,0.2683,82.0,0,0.9146,2008
120,José Calderón,Toronto Raptors,82.0,22.4,1.2,0.575,20.5,0.607,10.2,4.5,4.1,0.5,82.0,0,1.0,2008
121,DeShawn Stevenson,Washington Wizards,82.0,17.2,1.0,0.487,12.6,0.529,4.1,-0.2,1.2,0.5244,82.0,0,1.0,2008
122,Linas Kleiza,Denver Nuggets,79.0,16.5,0.8,0.543,14.4,0.585,4.7,-0.9,0.5,0.6098,82.0,0,0.9634,2008
123,Andrei Kirilenko,Utah Jazz,72.0,19.7,2.7,0.546,17.2,0.603,7.1,5.2,4.0,0.6585,82.0,0,0.878,2008
124,Juan Carlos Navarro,Memphis Grizzlies,82.0,15.7,0.6,0.504,11.9,0.54,1.4,-2.3,-0.2,0.2683,82.0,0,1.0,2008
125,Jameer Nelson,Orlando Magic,69.0,20.0,1.0,0.522,15.5,0.564,5.6,1.2,1.6,0.6341,82.0,0,0.8415,2008
126,Jason Kidd,Dallas Mavericks,80.0,28.4,2.0,0.46,16.7,0.499,5.9,3.0,3.6,0.622,82.0,0,0.9756,2008
127,David Lee,New York Knicks,81.0,20.9,1.1,0.552,18.0,0.606,7.4,0.4,1.4,0.2805,82.0,0,0.9878,2008
129,Earl Watson,Seattle SuperSonics,78.0,20.4,1.0,0.487,14.6,0.517,2.9,-0.9,0.6,0.2439,82.0,0,0.9512,2008
130,Martell Webster,Portland Trail Blazers,75.0,15.8,1.0,0.516,12.0,0.548,3.5,-0.2,1.0,0.5,82.0,0,0.9146,2008
131,Brendan Haywood,Washington Wizards,80.0,18.7,2.1,0.528,18.3,0.582,6.8,-0.2,1.0,0.5244,82.0,0,0.9756,2008
132,Rajon Rondo,Boston Celtics,77.0,19.9,1.9,0.496,15.6,0.515,7.2,2.1,2.4,0.8049,82.0,0,0.939,2008
133,Andris Biedriņš,Golden State Warriors,76.0,21.3,1.9,0.626,19.2,0.637,8.0,1.1,1.6,0.5854,82.0,0,0.9268,2008
134,Samuel Dalembert,Philadelphia 76ers,82.0,21.4,2.8,0.513,15.6,0.556,6.9,-1.0,0.7,0.4878,82.0,0,1.0,2008
135,Jeff Green,Seattle SuperSonics,80.0,16.7,1.2,0.441,9.8,0.491,0.2,-4.1,-1.2,0.2439,82.0,0,0.9756,2008
137,Luis Scola,Houston Rockets,82.0,18.0,0.9,0.515,16.1,0.548,6.5,0.0,1.0,0.6707,82.0,0,1.0,2008
138,Andrea Bargnani,Toronto Raptors,78.0,15.0,0.8,0.448,10.6,0.495,1.4,-3.7,-0.8,0.5,82.0,0,0.9512,2008
139,Joe Smith,Cleveland Cavaliers,77.0,16.2,1.0,0.478,16.1,0.524,4.1,-1.1,0.4,0.5488,82.0,0,0.939,2008
140,Michael Finley,San Antonio Spurs,82.0,14.6,0.5,0.501,11.4,0.519,4.2,-0.6,0.8,0.6829,82.0,0,1.0,2008
141,Al Horford,Atlanta Hawks,81.0,21.3,1.6,0.499,14.7,0.539,5.5,-1.6,0.3,0.4512,82.0,0,0.9878,2008
142,Kyle Korver,Utah Jazz,75.0,13.5,1.0,0.54,12.8,0.585,4.2,0.3,1.0,0.6585,82.0,0,0.9146,2008
143,Jarrett Jack,Portland Trail Blazers,82.0,16.6,0.7,0.483,13.0,0.558,3.2,-1.2,0.5,0.5,82.0,0,1.0,2008
144,Nick Collison,Seattle SuperSonics,78.0,20.6,1.4,0.502,15.0,0.537,4.5,-1.4,0.3,0.2439,82.0,0,0.9512,2008
145,Boštjan Nachbar,New Jersey Nets,75.0,14.5,0.9,0.479,12.4,0.531,2.2,-1.8,0.1,0.4146,82.0,0,0.9146,2008
147,Kyle Lowry,Memphis Grizzlies,82.0,16.2,1.4,0.463,14.3,0.531,3.4,-0.9,0.6,0.2683,82.0,0,1.0,2008
150,Craig Smith,Minnesota Timberwolves,77.0,14.8,0.7,0.563,16.7,0.59,3.5,-1.3,0.3,0.2683,82.0,0,0.939,2008
151,Shane Battier,Houston Rockets,80.0,16.3,2.1,0.54,11.7,0.561,8.2,2.0,2.9,0.6707,82.0,0,0.9756,2008
153,Damien Wilkins,Seattle SuperSonics,76.0,14.4,1.1,0.44,11.3,0.474,1.0,-2.3,-0.2,0.2439,82.0,0,0.9268,2008
154,Bonzi Wells,New Orleans Hornets,73.0,14.9,1.4,0.453,14.4,0.495,3.0,-0.3,0.7,0.6829,82.0,0,0.8902,2008
155,Marcus Camby,Denver Nuggets,79.0,25.5,4.7,0.455,17.2,0.498,8.5,3.4,3.8,0.6098,82.0,0,0.9634,2008
156,Jordan Farmar,Los Angeles Lakers,82.0,14.0,1.0,0.552,15.4,0.563,3.9,1.3,1.4,0.6951,82.0,0,1.0,2008
157,Roger Mason,Washington Wizards,80.0,12.4,0.7,0.552,13.8,0.573,3.4,0.0,0.9,0.5244,82.0,0,0.9756,2008
158,Matt Carroll,Charlotte Bobcats,80.0,12.7,0.8,0.517,10.7,0.554,3.0,-2.0,0.0,0.3902,82.0,0,0.9756,2008
159,Carlos Delfino,Toronto Raptors,82.0,15.2,0.9,0.492,13.6,0.527,4.0,0.4,1.2,0.5,82.0,0,1.0,2008
160,Maurice Evans,Orlando Magic,75.0,12.9,0.7,0.555,13.9,0.571,4.9,1.0,1.3,0.6341,82.0,0,0.9146,2008
162,Boris Diaw,Phoenix Suns,82.0,17.3,1.2,0.487,12.0,0.516,3.0,-0.8,0.7,0.6707,82.0,0,1.0,2008
163,Antonio McDyess,Detroit Pistons,78.0,18.4,1.5,0.488,14.1,0.511,6.7,-0.5,0.9,0.7195,82.0,0,0.9512,2008
164,Sasha Vujačić,Los Angeles Lakers,72.0,11.9,0.6,0.577,15.1,0.605,3.6,1.2,1.0,0.6951,82.0,0,0.878,2008
165,Jason Williams,Miami Heat,67.0,15.3,1.3,0.472,12.7,0.502,2.1,-0.9,0.6,0.1829,82.0,0,0.8171,2008
166,Keith Bogans,Orlando Magic,82.0,13.2,0.8,0.536,10.9,0.559,4.9,0.6,1.4,0.6341,82.0,0,1.0,2008
167,Yi Jianlian,Milwaukee Bucks,66.0,14.6,1.3,0.427,11.3,0.485,0.7,-3.9,-0.8,0.3171,82.0,0,0.8049,2008
168,Kelenna Azubuike,Golden State Warriors,81.0,13.4,1.0,0.505,13.5,0.534,3.4,-0.8,0.5,0.5854,82.0,0,0.9878,2008
169,Steve Blake,Portland Trail Blazers,81.0,16.0,0.7,0.502,12.0,0.518,3.8,-0.5,0.9,0.5,82.0,0,0.9878,2008
170,Jamario Moon,Toronto Raptors,78.0,15.9,2.4,0.52,15.0,0.54,5.7,1.9,2.2,0.5,82.0,0,0.9512,2008
171,Mikki Moore,Sacramento Kings,82.0,15.5,1.0,0.577,11.5,0.613,4.6,-2.4,-0.3,0.4634,82.0,0,1.0,2008
172,Mark Blount,Miami Heat,69.0,12.8,1.0,0.479,11.4,0.505,0.7,-4.0,-0.8,0.1829,82.0,0,0.8415,2008
173,Antonio Daniels,Washington Wizards,71.0,16.1,1.0,0.478,13.7,0.549,4.5,-0.8,0.7,0.5244,82.0,0,0.8659,2008
174,Vladimir Radmanović,Los Angeles Lakers,65.0,13.6,0.9,0.562,12.6,0.583,3.5,0.2,0.8,0.6951,82.0,0,0.7927,2008
176,Brandon Bass,Dallas Mavericks,79.0,13.4,0.9,0.499,15.9,0.564,4.3,-0.4,0.6,0.622,82.0,0,0.9634,2008
177,Marko Jarić,Minnesota Timberwolves,75.0,15.4,1.7,0.473,12.1,0.518,2.4,-0.9,0.6,0.2683,82.0,0,0.9146,2008
178,Kareem Rush,Indiana Pacers,71.0,12.0,0.9,0.49,10.0,0.5,1.0,-2.3,-0.1,0.439,82.0,0,0.8659,2008
179,Josh Boone,New Jersey Nets,70.0,16.3,1.4,0.548,14.8,0.543,3.7,-1.8,0.1,0.4146,82.0,0,0.8537,2008
180,Marquis Daniels,Indiana Pacers,74.0,13.0,1.3,0.454,11.6,0.487,0.9,-2.4,-0.1,0.439,82.0,0,0.9024,2008
181,Matt Harpring,Utah Jazz,76.0,12.5,0.8,0.502,14.1,0.551,2.8,-1.9,0.0,0.6585,82.0,0,0.9268,2008
182,Thaddeus Young,Philadelphia 76ers,74.0,13.2,1.1,0.545,16.5,0.57,4.5,0.5,1.0,0.4878,82.0,0,0.9024,2008
183,Keyon Dooling,Orlando Magic,72.0,11.3,0.6,0.494,14.1,0.572,3.7,-0.6,0.5,0.6341,82.0,0,0.878,2008
185,Paul Millsap,Utah Jazz,82.0,14.7,1.8,0.504,16.1,0.548,5.2,-0.2,0.8,0.6585,82.0,0,1.0,2008
186,Jannero Pargo,New Orleans Hornets,80.0,12.1,0.7,0.439,11.9,0.468,1.1,-2.7,-0.3,0.6829,82.0,0,0.9756,2008
187,Quentin Richardson,New York Knicks,65.0,14.7,0.9,0.421,8.5,0.444,0.3,-2.8,-0.4,0.2805,82.0,0,0.7927,2008
190,Morris Peterson,New Orleans Hornets,76.0,11.6,0.7,0.526,11.2,0.549,3.8,-0.3,0.8,0.6829,82.0,0,0.9268,2008
192,Jason Maxiell,Detroit Pistons,82.0,13.8,1.4,0.538,16.7,0.576,6.3,-0.1,0.8,0.7195,82.0,0,1.0,2008
195,Nazr Mohammed,Charlotte Bobcats,82.0,14.7,1.2,0.515,15.8,0.533,3.4,-2.3,-0.1,0.3902,82.0,0,1.0,2008
196,Anthony Carter,Denver Nuggets,70.0,16.2,1.9,0.505,12.8,0.531,3.8,-0.1,1.0,0.6098,82.0,0,0.8537,2008
197,Rasho Nesterović,Toronto Raptors,71.0,13.8,1.0,0.551,16.1,0.565,3.9,0.0,0.7,0.5,82.0,0,0.8659,2008
199,Bobby Jackson,Houston Rockets,72.0,12.1,0.7,0.483,13.5,0.51,3.0,0.6,0.9,0.6707,82.0,0,0.878,2008
200,Charlie Bell,Milwaukee Bucks,68.0,13.2,0.8,0.457,10.9,0.49,1.3,-2.5,-0.2,0.3171,82.0,0,0.8293,2008
201,Luther Head,Houston Rockets,73.0,11.3,0.7,0.515,13.6,0.543,3.5,0.8,1.0,0.6707,82.0,0,0.8902,2008
202,Fred Jones,New York Knicks,70.0,12.4,1.0,0.507,10.9,0.546,2.2,-1.3,0.3,0.2805,82.0,0,0.8537,2008
204,Bobby Simmons,Milwaukee Bucks,70.0,11.9,0.8,0.482,10.3,0.504,0.7,-3.2,-0.4,0.3171,82.0,0,0.8537,2008
206,Andray Blatche,Washington Wizards,82.0,13.8,2.0,0.477,15.5,0.512,3.0,-1.7,0.1,0.5244,82.0,0,1.0,2008
207,Devin Brown,Cleveland Cavaliers,78.0,13.1,0.8,0.451,11.3,0.494,2.4,-2.1,-0.1,0.5488,82.0,0,0.9512,2008
208,Eddie House,Boston Celtics,78.0,11.5,0.9,0.519,13.0,0.534,3.9,1.8,1.4,0.8049,82.0,0,0.9512,2008
209,Nick Young,Washington Wizards,75.0,9.8,0.6,0.481,11.6,0.527,0.4,-4.7,-0.8,0.5244,82.0,0,0.9146,2008
211,James Posey,Boston Celtics,74.0,13.3,1.3,0.546,12.0,0.587,6.2,2.5,2.1,0.8049,82.0,0,0.9024,2008
214,Jason Kapono,Toronto Raptors,81.0,9.5,0.4,0.545,10.8,0.561,1.9,-2.7,-0.3,0.5,82.0,0,0.9878,2008
215,Darko Miličić,Memphis Grizzlies,70.0,14.1,2.1,0.438,11.0,0.456,0.2,-3.8,-0.8,0.2683,82.0,0,0.8537,2008
216,Mickaël Piétrus,Golden State Warriors,66.0,11.6,1.7,0.525,12.7,0.549,2.8,-0.2,0.6,0.5854,82.0,0,0.8049,2008
217,Luke Walton,Los Angeles Lakers,74.0,14.0,1.0,0.479,12.3,0.509,3.2,-0.3,0.7,0.6951,82.0,0,0.9024,2008
221,Travis Diener,Indiana Pacers,66.0,12.4,0.6,0.456,12.2,0.494,2.5,-1.4,0.2,0.439,82.0,0,0.8049,2008
222,Kendrick Perkins,Boston Celtics,78.0,14.1,1.9,0.615,13.3,0.632,6.2,0.5,1.2,0.8049,82.0,0,0.9512,2008
223,Channing Frye,Portland Trail Blazers,78.0,12.0,0.7,0.491,14.8,0.529,3.2,-1.8,0.1,0.5,82.0,0,0.9512,2008
224,Tyrus Thomas,Chicago Bulls,74.0,12.6,1.6,0.424,14.6,0.486,2.4,-0.6,0.5,0.4024,82.0,0,0.9024,2008
225,Matt Barnes,Golden State Warriors,73.0,13.0,1.2,0.483,12.9,0.51,2.3,-0.2,0.6,0.5854,82.0,0,0.8902,2008
226,Jarvis Hayes,Detroit Pistons,82.0,9.7,0.7,0.503,13.0,0.52,2.9,-0.6,0.5,0.7195,82.0,0,1.0,2008
227,Thabo Sefolosha,Chicago Bulls,69.0,12.3,1.3,0.462,11.4,0.497,1.5,-1.0,0.4,0.4024,82.0,0,0.8415,2008
229,Shawne Williams,Indiana Pacers,65.0,10.3,0.8,0.485,12.8,0.522,1.4,-1.8,0.0,0.439,82.0,0,0.7927,2008
231,Tony Allen,Boston Celtics,75.0,10.3,1.1,0.458,10.7,0.527,2.7,-1.7,0.1,0.8049,82.0,0,0.9146,2008
233,Joakim Noah,Chicago Bulls,74.0,13.3,1.8,0.482,15.5,0.539,3.8,-0.2,0.7,0.4024,82.0,0,0.9024,2008
234,Ronny Turiaf,Los Angeles Lakers,78.0,12.1,1.8,0.474,15.0,0.539,4.2,0.7,1.0,0.6951,82.0,0,0.9512,2008
