,Player,Team,G,Par,Stocks,eFG%,MP,PER,TS%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
65,Sean Elliott,San Antonio Spurs,82.0,24.4,1.2,0.5,3044.0,14.2,0.564,8.8,0.8,2.1,0.6707,82.0,0,1.0,1991
66,Danny Manning,Los Angeles Clippers,73.0,24.4,2.4,0.519,2197.0,16.9,0.557,5.2,2.0,2.2,0.378,82.0,0,0.8902,1991
68,Kevin Duckworth,Portland Trail Blazers,81.0,23.5,0.8,0.481,2511.0,12.7,0.525,4.3,-3.3,-0.8,0.7683,82.0,0,0.9878,1991
70,Dennis Scott,Orlando Magic,82.0,20.2,1.1,0.478,2336.0,13.0,0.504,2.6,-1.5,0.3,0.378,82.0,0,1.0,1991
71,Kevin Gamble,Boston Celtics,82.0,22.0,1.6,0.587,2706.0,16.3,0.62,8.3,1.2,2.2,0.6829,82.0,0,1.0,1991
72,Derrick McKey,Seattle SuperSonics,73.0,23.4,2.0,0.519,2503.0,15.7,0.575,6.4,1.1,1.9,0.5,82.0,0,0.8902,1991
73,Jay Humphries,Milwaukee Bucks,80.0,24.7,1.7,0.533,2726.0,17.4,0.57,8.6,2.1,2.9,0.5854,82.0,0,0.9756,1991
74,Doc Rivers,Atlanta Hawks,79.0,22.7,2.5,0.478,2586.0,16.2,0.527,6.3,1.9,2.6,0.5244,82.0,0,0.9634,1991
75,Shawn Kemp,Seattle SuperSonics,81.0,25.2,2.5,0.509,2442.0,17.6,0.551,6.1,0.0,1.2,0.5,82.0,0,0.9878,1991
76,Robert Parish,Boston Celtics,81.0,26.3,2.1,0.598,2441.0,20.6,0.637,10.0,2.2,2.6,0.6829,82.0,0.01,0.9878,1991
77,Jerome Kersey,Portland Trail Blazers,73.0,24.5,2.4,0.48,2359.0,15.6,0.526,6.7,1.9,2.3,0.7683,82.0,0,0.8902,1991
78,Ron Anderson,Philadelphia 76ers,82.0,20.5,1.0,0.49,2340.0,15.5,0.524,4.1,-1.6,0.2,0.5366,82.0,0,1.0,1991
80,Sam Mitchell,Minnesota Timberwolves,82.0,22.5,1.5,0.441,3121.0,12.3,0.505,5.1,-3.2,-0.9,0.3537,82.0,0,1.0,1991
81,Byron Scott,Los Angeles Lakers,82.0,19.7,1.5,0.51,2630.0,14.2,0.534,6.6,0.9,2.0,0.7073,82.0,0,1.0,1991
82,Willie Anderson,San Antonio Spurs,75.0,23.9,1.7,0.461,2592.0,13.0,0.499,4.8,0.1,1.4,0.6707,82.0,0,0.9146,1991
83,Travis Mays,Sacramento Kings,64.0,21.1,1.5,0.456,2145.0,12.3,0.526,2.1,-1.9,0.0,0.3049,82.0,0,0.7805,1991
84,Mark Aguirre,Detroit Pistons,78.0,20.8,0.9,0.475,2006.0,16.7,0.526,5.5,1.4,1.7,0.6098,82.0,0,0.9512,1991
87,Mookie Blaylock,New Jersey Nets,72.0,23.7,2.9,0.423,2585.0,13.1,0.455,2.1,-0.7,0.9,0.3171,82.0,0,0.878,1991
88,Benoit Benjamin,Seattle SuperSonics,70.0,26.0,2.9,0.496,2236.0,15.1,0.541,3.0,-1.1,0.5,0.5,82.0,0,0.8537,1991
91,Brian Shaw,Boston Celtics,79.0,26.1,1.7,0.471,2772.0,15.5,0.519,5.9,1.1,2.2,0.6829,82.0,0,0.9634,1991
93,Gerald Wilkins,New York Knicks,68.0,20.8,1.5,0.478,2164.0,13.3,0.524,3.0,-1.0,0.5,0.4756,82.0,0,0.8293,1991
97,Buck Johnson,Houston Rockets,73.0,20.0,1.7,0.478,2279.0,12.9,0.512,4.6,-0.8,0.7,0.6341,82.0,0,0.8902,1991
98,Dan Majerle,Phoenix Suns,77.0,21.8,1.9,0.502,2281.0,16.9,0.552,7.2,2.7,2.7,0.6707,82.0,0,0.939,1991
99,Alvin Robertson,Milwaukee Bucks,81.0,24.8,3.2,0.497,2598.0,18.6,0.538,7.7,4.4,4.2,0.5854,82.0,0,0.9878,1991
100,Sam Perkins,Los Angeles Lakers,73.0,22.4,2.0,0.507,2504.0,14.8,0.567,8.0,0.9,1.9,0.7073,82.0,0,0.8902,1991
101,Spud Webb,Atlanta Hawks,75.0,21.3,1.7,0.481,2197.0,16.6,0.545,5.4,1.1,1.7,0.5244,82.0,0,0.9146,1991
102,Chris Morris,New Jersey Nets,79.0,22.6,2.9,0.449,2553.0,14.7,0.487,4.5,1.0,1.9,0.3171,82.0,0,0.9634,1991
103,Kevin Willis,Atlanta Hawks,80.0,23.1,1.3,0.506,2373.0,15.3,0.533,4.4,-1.8,0.1,0.5244,82.0,0,0.9756,1991
108,Horace Grant,Chicago Bulls,78.0,23.5,2.1,0.548,2641.0,17.6,0.585,10.3,2.5,3.0,0.7439,82.0,0,0.9512,1991
110,Sedale Threatt,Seattle SuperSonics,80.0,17.3,1.5,0.525,2066.0,15.5,0.556,4.6,0.3,1.2,0.5,82.0,0,0.9756,1991
112,Blair Rasmussen,Denver Nuggets,70.0,23.2,2.6,0.459,2325.0,11.7,0.473,1.7,-4.3,-1.3,0.2439,82.0,0,0.8537,1991
115,Thurl Bailey,Utah Jazz,82.0,18.9,1.7,0.458,2486.0,12.5,0.513,3.7,-1.4,0.4,0.6585,82.0,0,1.0,1991
117,Kevin Edwards,Miami Heat,79.0,17.7,2.2,0.423,2000.0,13.7,0.468,1.6,-0.2,0.9,0.2927,82.0,0,0.9634,1991
119,Vinnie Johnson,Detroit Pistons,82.0,18.4,1.1,0.44,2390.0,12.8,0.466,3.8,-0.2,1.1,0.6098,82.0,0,1.0,1991
121,Buck Williams,Portland Trail Blazers,80.0,22.3,1.2,0.602,2582.0,14.3,0.639,8.5,0.5,1.6,0.7683,82.0,0,0.9756,1991
123,Rodney McCray,Dallas Mavericks,74.0,22.5,1.6,0.504,2561.0,14.6,0.551,5.3,1.0,1.9,0.3415,82.0,0,0.9024,1991
125,Vlade Divac,Los Angeles Lakers,82.0,20.4,2.8,0.569,2310.0,17.7,0.606,8.3,2.3,2.5,0.7073,82.0,0,1.0,1991
126,Charles Oakley,New York Knicks,76.0,26.0,1.0,0.516,2739.0,13.6,0.585,6.2,-1.0,0.7,0.4756,82.0,0,0.9268,1991
130,Bill Laimbeer,Detroit Pistons,82.0,21.9,1.2,0.502,2668.0,14.2,0.536,8.0,1.5,2.3,0.6098,82.0,0,1.0,1991
133,Fred Roberts,Milwaukee Bucks,82.0,15.8,1.2,0.536,2114.0,13.4,0.583,4.2,-1.1,0.5,0.5854,82.0,0,1.0,1991
137,Danny Schayes,Milwaukee Bucks,82.0,18.3,1.4,0.499,2228.0,14.8,0.587,6.8,-0.6,0.8,0.5854,82.0,0,1.0,1991
140,Rory Sparrow,Sacramento Kings,80.0,17.2,1.2,0.511,2375.0,12.4,0.524,2.8,-1.5,0.3,0.3049,82.0,0,0.9756,1991
142,Craig Ehlo,Cleveland Cavaliers,82.0,19.4,1.9,0.477,2766.0,12.0,0.498,3.4,-0.4,1.1,0.4024,82.0,0,1.0,1991
143,James Donaldson,Dallas Mavericks,82.0,19.7,1.5,0.532,2800.0,12.3,0.572,4.3,-1.9,0.0,0.3415,82.0,0,1.0,1991
144,Rickey Green,Philadelphia 76ers,79.0,16.9,0.8,0.468,2248.0,13.1,0.506,3.3,-2.0,0.0,0.5366,82.0,0,0.9634,1991
146,Olden Polynice,Los Angeles Clippers,79.0,17.3,0.9,0.56,2092.0,14.0,0.576,5.2,-1.3,0.4,0.378,82.0,0,0.9634,1991
148,Bill Cartwright,Chicago Bulls,79.0,17.4,0.6,0.49,2273.0,11.5,0.522,4.2,-2.6,-0.4,0.7439,82.0,0,0.9634,1991
149,Rod Higgins,Golden State Warriors,82.0,15.2,1.1,0.529,2024.0,13.4,0.589,5.3,0.7,1.4,0.5366,82.0,0,1.0,1991
153,Grant Long,Miami Heat,80.0,18.5,2.0,0.493,2514.0,12.2,0.554,5.0,-0.3,1.1,0.2927,82.0,0,0.9756,1991
154,A.C. Green,Los Angeles Lakers,82.0,16.3,1.0,0.486,2164.0,13.8,0.556,6.1,0.0,1.1,0.7073,82.0,0,1.0,1991
156,Rick Mahorn,Philadelphia 76ers,80.0,18.2,1.7,0.467,2439.0,11.8,0.535,4.4,-1.7,0.1,0.5366,82.0,0,0.9756,1991
162,Gary Grant,Los Angeles Clippers,68.0,20.4,1.7,0.459,2105.0,12.1,0.476,1.7,-1.5,0.2,0.378,82.0,0,0.8293,1991
171,Dennis Rodman,Detroit Pistons,82.0,21.7,1.5,0.498,2747.0,13.9,0.525,8.7,0.6,1.8,0.6098,82.0,0,1.0,1991
174,Haywoode Workman,Washington Bullets,73.0,16.1,1.3,0.466,2034.0,11.5,0.507,2.5,-1.6,0.2,0.3659,82.0,0,0.8902,1991
175,Maurice Cheeks,New York Knicks,76.0,15.8,1.8,0.504,2147.0,14.2,0.548,5.2,1.3,1.7,0.4756,82.0,0,0.9268,1991
176,Darrell Walker,Washington Bullets,71.0,21.3,1.6,0.43,2305.0,12.4,0.459,2.9,0.2,1.3,0.3659,82.0,0,0.8659,1991
190,Gary Payton,Seattle SuperSonics,82.0,16.6,2.2,0.451,2244.0,13.2,0.476,3.4,0.8,1.6,0.5,82.0,0,1.0,1991
193,Felton Spencer,Minnesota Timberwolves,81.0,15.3,2.1,0.512,2099.0,13.8,0.581,5.6,-2.6,-0.3,0.3537,82.0,0,0.9878,1991
204,Michael Cage,Seattle SuperSonics,82.0,14.3,1.7,0.508,2141.0,12.0,0.528,4.3,-0.2,0.9,0.5,82.0,0,1.0,1991
243,Mark Eaton,Utah Jazz,80.0,14.0,2.9,0.579,2580.0,9.5,0.599,5.5,-0.6,0.9,0.6585,82.0,0,0.9756,1991
251,Greg Kite,Orlando Magic,82.0,12.7,1.3,0.491,2225.0,7.4,0.504,2.0,-3.5,-0.8,0.378,82.0,0,1.0,1991
